python udp_client.py

Connected to the server.
Received ack(967:rwhudigvldnuzfxxjlxx) from the server.
Received ack(969:xwuvdbqmmmxxondlepie) from the server.
Received ack(971:miahhkgwphhgpvimauhi) from the server.
Received ack(973:nqfdzjfgwsawvqgqcwuc) from the server.
Received ack(975:rlmzppqgnevarphovpbm) from the server.
Received ack(977:dirosuqlqdrzkbtqnomj) from the server.
Received ack(979:qpotlfdaqqyprjjszgnz) from the server.
Received ack(981:mnzonldglkrlmklhjnhl) from the server.
Received ack(983:wgflzstltjymkiuramol) from the server.
Received ack(985:ymxvotpcmatjmslicuag) from the server.
Received ack(987:edqshadpaqmgsoifbxsh) from the server.
Received ack(989:ypafbypwcdbzrmlmuklr) from the server.
Received ack(991:otvmbrmsauuvnkzlgmhr) from the server.
Received ack(993:qgelpvuiuwcdnzrbnpsf) from the server.
Received ack(995:xylicfnzkxhcbvwfleez) from the server.
Received ack(997:meliytutwdtjagnuwtmq) from the server.
Received ack(999:porlakypevvmzqugwbqv) from the server.
Received ack(1001:iteoakcaooxzllwnkdfk) from the server.
Received ack(1003:chcoaejomiyczucbonqg) from the server.
Received ack(1005:qdwsrerbsacjldqwvruy) from the server.
Received ack(1007:fglztqempccwoycuwtaz) from the server.
Received ack(1009:qvgpbnmxhlrdfronjhhu) from the server.
Received ack(1011:jfcqpughefcocvcccafe) from the server.
Received ack(1013:ydepditwipumvcjbsnnm) from the server.
Received ack(1015:kgkmjedwctpjidcickcl) from the server.
Received ack(1017:ptwneqbrdtcwwuazecck) from the server.
Received ack(1019:kkxrzlwfuseynsgclxnu) from the server.
Received ack(1021:quyylvvbvezkgklwtxnn) from the server.
Received ack(1023:slhhutuptqndmdkqsehh) from the server.
Received ack(1025:ggdyauxzriofjmeodxvx) from the server.
Received ack(1027:dzavrfnhqedaiuuolads) from the server.
Received ack(1029:cctoktrjjdwypbeoprti) from the server.
Received ack(1031:gxlmzzoqlscxnsmtbwbu) from the server.
Received ack(1033:ylrlqijhwiuixoljqqzi) from the server.
Received ack(1035:wywgajwdhmfaehlvglgz) from the server.
Received ack(1037:mwivrusaulqgyttvsgqk) from the server.
Received ack(1039:kczaonxoxbzmizyvbqxk) from the server.
Received ack(1041:fklrhbbzktzumgehmunr) from the server.
Received ack(1043:nsyhxaohszzqqghvqhnb) from the server.
Received ack(1045:ygntzxbcaelncwgapttk) from the server.
Received ack(1047:yplginaukgjdkdlntzxt) from the server.
Received ack(1049:ejveynxqfzsryzxiddqz) from the server.
Received ack(1051:braqedcmdrejbhokawoz) from the server.
Received ack(1053:wlfeqhxetpikwmfscxtg) from the server.
Received ack(1055:tclkysaofryduumdcgna) from the server.
Received ack(1057:dnksdjvjwjaregxsukhu) from the server.
Received ack(1059:rcrgdnbxnxumwzaloxtd) from the server.
Received ack(1061:ieksylrpgvnjhulvgzzv) from the server.
Received ack(1063:zwfypedaktmfpgxlzsaj) from the server.
Received ack(1065:thjbsejoqixxgdbgktfe) from the server.
Received ack(1067:povayxsvxzcxuzeopdqy) from the server.
Received ack(1069:yprklhfdebcbcxupfmjc) from the server.
Received ack(1071:jlytglcvtoqtzzpeatrx) from the server.
Received ack(1073:nlshqjtgsmuxybtthjyx) from the server.
Received ack(1075:lszmlimhjtvfumbqmbzo) from the server.
Received ack(1077:icotxdwbxcsppsgixxlf) from the server.
Received ack(1079:wsismzbckzfbydiopvir) from the server.
Received ack(1081:nrdmhvflgadrvvtwwwkg) from the server.
Received ack(1083:vgheiolmlmcpkwvbemdm) from the server.
Received ack(1085:oijjdhcpxknytqmeppsh) from the server.
Received ack(1087:mgyjxjiictjhmfixuuui) from the server.
Received ack(1089:kjugqueaqmshmxckvpnw) from the server.
Received ack(1091:evnznpnhtlrdythkjozq) from the server.
Received ack(1093:gquxrzjxgiamfwsluseu) from the server.
Received ack(1095:dpahchgxgoqpfyfmlkaj) from the server.
Received ack(1097:wcrtjbnpwwctwogxqrcj) from the server.
Received ack(1099:itxxirknzzozlhsccnfs) from the server.
Received ack(1101:wzbsfapozynleixasgdr) from the server.
Received ack(1103:wimhwyxrfhrpqnjcwehu) from the server.
Received ack(1105:yeqvyauerpzvfuobwrsc) from the server.
Received ack(1107:kkokupaonagtdckpctef) from the server.
Received ack(1109:zvkbbgwclwfrgvzsyrun) from the server.
Received ack(1111:zldeqmjrmwqqgvjwpovb) from the server.
Received ack(1113:xgsctuhkpgndywcnzsju) from the server.
Received ack(1115:oyzyhtmlasvefampcevy) from the server.
Received ack(1117:gwnqukcemvhzzkbtgmtg) from the server.
Received ack(1119:brekxibnegpmsqigongt) from the server.
Received ack(1121:dqcekyeivwyfpypywjmn) from the server.
Received ack(1123:kolsdbcmocfokxshutuw) from the server.
Received ack(1125:cgjhbzrvemqfcgtdmgda) from the server.
Received ack(1127:pfncdofkvholieneucwu) from the server.
Received ack(1129:tkeyumxheynzqhfdjhuz) from the server.
Received ack(1131:tafysbazlviqqfxmdton) from the server.
Received ack(1133:brthxekyiegmdoomkirr) from the server.
Received ack(1135:pfkdvcgkzqawapszdeoo) from the server.
Received ack(1137:fjpbexgztqbrmkemmujq) from the server.
Received ack(1139:fucmcnxathlvqmlprhrx) from the server.
Received ack(1141:ijajcjhrzwdzmehgewfi) from the server.
Received ack(1143:hwwijcyatfmbqgptpdqc) from the server.
Received ack(1145:tklnqcaktdoopjowewgo) from the server.
Received ack(1147:jzjuewzuchlhlslquggy) from the server.
Received ack(1149:nvmexxuboxyklkmksqvy) from the server.
Received ack(1151:illgfywpucpwgsdrgpnr) from the server.
Received ack(1153:uhtovlyrnsfbpudezuhg) from the server.
Received ack(1155:nmpjatleknywngcdzxct) from the server.
Received ack(1157:lukzfesnvwsbufnxhuhc) from the server.
Received ack(1159:rtnffgckcdkgqvonlezv) from the server.
Received ack(1161:dclgustoboadcwyeufxv) from the server.
Received ack(1163:klkzklolqkyiikknosev) from the server.
Received ack(1165:qdexkhutdvsyiijfmcxk) from the server.
Received ack(1167:qrhtataauotaylzjmhou) from the server.
Received ack(1169:qiroxpbqwmyybnbpkgrb) from the server.
Received ack(1171:blkcngnvlqvhhqlhzxll) from the server.
Received ack(1173:zyexarvrsqghstkmwscm) from the server.
Received ack(1175:gydmxmyubrecgzbsbdxx) from the server.
Received ack(1177:hibwcoqqdmxqtrhbehoo) from the server.
Received ack(1179:pmlcseapevgncjlhnbks) from the server.
Received ack(1181:huroatpqqkclhwwavfiq) from the server.
Received ack(1183:ektbxuddxufeytymqgxx) from the server.
Received ack(1185:zeulqxzjtqnegyaogqwf) from the server.
Received ack(1187:ovxhhaaderuyxhwwpfnf) from the server.
Received ack(1189:htfmryjlnftdkvdpestr) from the server.
Received ack(1191:iqvxrsnzsedtjqisxhft) from the server.
Received ack(1193:wernuzubhshuqamxotto) from the server.
Received ack(1195:qswncgbhvipsmfuclmyk) from the server.
Received ack(1197:ldcnqfkpzbdfamufmauf) from the server.
Received ack(1199:adeecuorkzframfrbvim) from the server.
Received ack(1201:qpchlhvzfuwesxmmvhba) from the server.
Received ack(1203:kdyuowbumjgysiyyxyzp) from the server.
Received ack(1205:vpqeypwszemdcyauainf) from the server.
Received ack(1207:unhysbcivnvodsovgmjj) from the server.
Received ack(1209:gnjdgqrpifrrfvwrodmq) from the server.
Received ack(1211:uboadssebybpakgmcrpy) from the server.
Received ack(1213:fammjheuznnaszanvfxo) from the server.
Received ack(1215:wmcfdmiqzmjfkooidrxu) from the server.
Received ack(1217:twcdtqmpqorjuvzvnmvw) from the server.
Received ack(1219:mywisgihvaswmrypmabq) from the server.
Received ack(1221:ydizdcdhhwfkmfdasrah) from the server.
Received ack(1223:mzkuodqigzdhmkzngvie) from the server.
Received ack(1225:rsnfuynvjhrydapzbzek) from the server.
Received ack(1227:klrubetaherheoosxsxc) from the server.
Received ack(1229:fyxjrhdwmvthhyjwzqfh) from the server.
Received ack(1231:amicwsxnnquytjmfiuyl) from the server.
Received ack(1233:fhnzbmggfpgigkltodon) from the server.
Received ack(1235:pxxnqxusrwygumpupzrc) from the server.
Received ack(1237:mldtjqildsclnbhqnncl) from the server.
Received ack(1239:keapawiqcjxpfczklnbn) from the server.
Received ack(1241:dihmdgncusjjmjdbqxvm) from the server.
Received ack(1243:upifapbbtgncfsdlguwc) from the server.
Received ack(1245:xojlpupkbarcsmzffhjy) from the server.
Received ack(1247:dljylebxjuiznjoifwgz) from the server.
Received ack(1249:ghkjfqcxwgialgqjloxr) from the server.
Received ack(1251:vwhjcjdejnsznnvlrmpx) from the server.
Received ack(1253:bawpmmfuoxpizbckuxqf) from the server.
Received ack(1255:vamxdmgzjjmkyxghfrzp) from the server.
Received ack(1257:lbfhcpqtlxflnqhjevor) from the server.
Received ack(1259:bolchrbepdrcccwkgadq) from the server.
Received ack(1261:tjgljjanlblrnkkjelmt) from the server.
Received ack(1263:tremxikkqpqnpwhrcpdq) from the server.
Received ack(1265:ornhhuomwrtnyhduepsg) from the server.
Received ack(1267:tqgdiyuqelalnamjisop) from the server.
Received ack(1269:zrbvkvlefghocnblhoqr) from the server.
Received ack(1271:pdxfqbrwpzmtvnqduflx) from the server.
Received ack(1273:awhubvnvwhnqmyakezyd) from the server.
Received ack(1275:uahevedamuwziaauajil) from the server.
Received ack(1277:qmhmnxcsffdprwakojgw) from the server.
Received ack(1279:osdfcnzghhialezuoetu) from the server.
Received ack(1281:loxekvuwmrsztwjjqceg) from the server.
Received ack(1283:wjwpotzfohmghywpofsk) from the server.
Received ack(1285:sjdcqzyeholkirqqhqkx) from the server.
Received ack(1287:mqdrlcepidlhonnqmhaw) from the server.
Received ack(1289:ygzylroerstnfgcerjsi) from the server.
Received ack(1291:cigbbghbxnfizytdhlbz) from the server.
Received ack(1293:ubgbidwrmzrahllrbwtf) from the server.
Received ack(1295:cshmwufydmzgvnsydwxn) from the server.
Received ack(1297:wguoabtqagyehoahwkwl) from the server.
Received ack(1299:ynlpchbasruimhcwjiyn) from the server.
Received ack(1301:glrdjffxpnyddoddpzdt) from the server.
Received ack(1303:ntvdsubwarggturjgvem) from the server.
Received ack(1305:fnjddorqpgtdfuhrkbkw) from the server.
Received ack(1307:fmsdnivvvjpuqaquekkh) from the server.
Received ack(1309:wxwspaonqsjlxblarmym) from the server.
Received ack(1311:myazbkatqkmcugxfjgqw) from the server.
Received ack(1313:rovncsiiikuwatrbhpey) from the server.
Received ack(1315:nqndbwjvlzkhdeuophdx) from the server.
Received ack(1317:qcuzyurevldgjlgplwdz) from the server.
Received ack(1319:kiffghlhnechebdtlvir) from the server.
Received ack(1321:gutbvqcihjbuveicenci) from the server.
Received ack(1323:ncbxmiolidqwbhzyprwi) from the server.
Received ack(1325:hwhcmvdnsewqdcvznquj) from the server.
Received ack(1327:kmxrdtoojjskqepyraja) from the server.
Received ack(1329:fcuezboobdwadkxsvlwd) from the server.
Received ack(1331:erekilubcqgkepivorhx) from the server.
Received ack(1333:tgiwsdvodxcuaujaqnrm) from the server.
Received ack(1335:dazwjdissiadzrccvvdp) from the server.
Received ack(1337:zcbufjccxvgbbhmeguxw) from the server.
Received ack(1339:xvngzmffaggiejxocuxq) from the server.
Received ack(1341:pkkamexmazdivughxvez) from the server.
Received ack(1343:xbkmsrbjapvvfmqcriyo) from the server.
Received ack(1345:oqdwnvsrjvezhydcousd) from the server.
Received ack(1347:txhcyxrrcbpptxzyoofw) from the server.
Received ack(1349:gqusfdyvmebtrmrvkvnz) from the server.
Received ack(1351:anjxdcygfgyeywrgcqic) from the server.
Received ack(1353:xvxlvfypizicvhfdfgev) from the server.
Received ack(1355:ciaolkzpqihqfqogmwef) from the server.
Received ack(1357:azpcglsdmmungjobmwje) from the server.
Received ack(1359:lpbbqudmttzmwmchjosh) from the server.
Received ack(1361:mdktbuxzstxujkvedgjg) from the server.
Received ack(1363:gojqozpxnhnhxbaofhil) from the server.
Received ack(1365:honiilkroexlnmzgtcsf) from the server.
Received ack(1367:xamqtvnrubeocwfnwehz) from the server.
Received ack(1369:rwdlksrwjdtbixwqpxmm) from the server.
Received ack(1371:ntbglqznbtlqsaquuzrf) from the server.
Received ack(1373:khblocthilocrjhhgswm) from the server.
Received ack(1375:vvxasycgfgaxglrmixyp) from the server.
Received ack(1377:jfvvxmgdyxjzzsmcyaii) from the server.
Received ack(1379:khjrswouozwmlpsjeexo) from the server.
Received ack(1381:rjoxqpplcksnrmqkygpj) from the server.
Received ack(1383:rwcxxhokctyofghieimc) from the server.
Received ack(1385:rqfdtkuvpjedrwbpjiec) from the server.
Received ack(1387:vmcxppufmjxkgjbotunc) from the server.
Received ack(1389:jvfhtvmkcibgbuldselh) from the server.
Received ack(1391:qvfesehoozavadvswkkj) from the server.
Received ack(1393:asvhmqjqzlhspqkvbwmz) from the server.
Received ack(1395:lelvcoqmaldvmezjsnnn) from the server.
Received ack(1397:okthjnnpjxiwjagxmlra) from the server.
Received ack(1399:rbfklufemawwojpvhzqq) from the server.
Received ack(1401:dfoprxppqnqufwvmmjln) from the server.
Received ack(1403:jadbtxqhymmhcjruuvox) from the server.
Received ack(1405:exytyootfbcpenhtvjsu) from the server.
Received ack(1407:ludkooimuoxvqbnavrqr) from the server.
Received ack(1409:wmdqjdmjvwvindxzvcxh) from the server.
Received ack(1411:evzmyqfoievgfcsfwqqa) from the server.
Received ack(1413:oubeactnktichgzrwqzl) from the server.
Received ack(1415:uhlfrqqnastoqxindeyi) from the server.
Received ack(1417:womebnhwwirmmtnhnwfg) from the server.
Received ack(1419:jhxzzkkdgosycdacuhnl) from the server.
Received ack(1421:jcvchyweohyhlhkcetuj) from the server.
Received ack(1423:zjpdfllyxbecsdeppuhe) from the server.
Received ack(1425:fptqqooksrwvgvddtnmg) from the server.
Received ack(1427:cyofpwjefnmaifqivvzr) from the server.
Received ack(1429:arfbqqzputpgpfnrgvqi) from the server.
Received ack(1431:nusfmfegumahcyrndbib) from the server.
Received ack(1433:fuzvpacokdzedkzwbkzu) from the server.
Received ack(1435:biwnugdcrufqqntlcbph) from the server.
Received ack(1437:zvfqibjsoynkchxvpvzz) from the server.
Received ack(1439:buqofijiqglwpkpsgqdv) from the server.
Received ack(1441:kcopytfwzatthkvyyiny) from the server.
Received ack(1443:pbrnehjarmvhiygzecai) from the server.
Received ack(1445:dmpnfztsboiyuoognizo) from the server.
Received ack(1447:jdgvcnheeemrhlnoaxuy) from the server.
Received ack(1449:umeovehzvnxmeelmpsit) from the server.
Received ack(1451:aepfmhvylhlsenitiznr) from the server.
Received ack(1453:ezkedmktwkybgrhdqzfj) from the server.
Received ack(1455:dsgqbzfvaywsqffqauld) from the server.
Received ack(1457:oxnazwokkgmvxaekzmyh) from the server.
Received ack(1459:nnrdbcmdldvirmncfyhm) from the server.
Received ack(1461:qyuvvdcccxyfjpzfiofl) from the server.
Received ack(1463:bojieahumreewmgejruw) from the server.
Received ack(1465:jcocnrbxxagggwsuloqo) from the server.
Received ack(1467:jjmufamsoaeupndfvbfc) from the server.
Received ack(1469:akgxuhsznqgcfjymgskn) from the server.
Received ack(1471:mnflbsbvypvjoncixvvb) from the server.
Received ack(1473:woelzcjrfqyfukupqfoi) from the server.
Received ack(1475:vufsvdqfgqrjjtljxrkj) from the server.
Received ack(1477:aulsbwsbizihfwcjmhlr) from the server.
Received ack(1479:yjkrgzkmpzrldplsicua) from the server.
Received ack(1481:wiqndpzrxqwfcdukuilr) from the server.
Received ack(1483:levjbwlmfimbsafbpjic) from the server.
Received ack(1485:glvznkwpjljbxaxqqrpt) from the server.
Received ack(1487:qptloewptqykzwltimfi) from the server.
Received ack(1489:jnsqycnynlibzgmcyaqb) from the server.
Received ack(1491:zeuhutfapsckdmlijoof) from the server.
Received ack(1493:wsgtvvdxrfwpsjynnhje) from the server.
Received ack(1495:shmjajqctyridxofkhbl) from the server.
Received ack(1497:sffizkinqfvwwyodhmvn) from the server.
Received ack(1499:imbctjncmzujuiahwzvx) from the server.
Received ack(1501:fqepgugpyvexuiqzwhyv) from the server.
Received ack(1503:hyrljcuddiatqtrnxqsr) from the server.
Received ack(1505:dnmgkxgbwazkfcysajbx) from the server.
Received ack(1507:iwqajnzgtlnjghpcliou) from the server.
Received ack(1509:gvcxlwkyhljlaoydjdwl) from the server.
Received ack(1511:bkgdbjwmsvhdivlxlpks) from the server.
Received ack(1513:cyeflusxdvuabrqpbszk) from the server.
Received ack(1515:zebjgbmikeaqlhmbqjll) from the server.
Received ack(1517:plamewpoysliemvovysq) from the server.
Received ack(1519:tvfoabuzzucfpfmhfzxi) from the server.
Received ack(1521:qrdxcqgorujofjvspuuy) from the server.
Received ack(1523:elwrtirogdnvnehlkbqx) from the server.
Received ack(1525:fvwhyqoqmpnpvjcvzsmo) from the server.
Received ack(1527:ynerelhrjbgopmecxdwr) from the server.
Received ack(1529:gthsoavfbwyncltdxkkx) from the server.
Received ack(1531:vavjenhuxfibpxusmani) from the server.
Received ack(1533:wcuwrqnkcskhxajglcky) from the server.
Received ack(1535:hzvzcxoickcbynjxasgy) from the server.
Received ack(1537:delfejwgmydwasuomfdn) from the server.
Received ack(1539:gjorurynkazheoydpita) from the server.
Received ack(1541:qpwvlqccyitwbhnhvogy) from the server.
Received ack(1543:scubrdhpvhvoxntddvcf) from the server.
Received ack(1545:vhcnjypnocnlqjjgypum) from the server.
Received ack(1547:fibolyqjseqyrpyolfua) from the server.
Received ack(1549:sobscksbavpnfmxfnnqn) from the server.
Received ack(1551:oposostbetjmotnqkrol) from the server.
Received ack(1553:hblhfxovtzhawhxzdxqi) from the server.
Received ack(1555:ilbldzwnnpnkwchemskw) from the server.
Received ack(1557:drqcbxgtntcadrnxiowu) from the server.
Received ack(1559:njpewphumryktbvpmqoe) from the server.
Received ack(1561:iqjmfsbznihuaobaxktw) from the server.
Received ack(1563:ydvbpkjvpezymwvrvdkf) from the server.
Received ack(1565:vqmeouylhbaonjxytbht) from the server.
Received ack(1567:kycskohungdhoifbyccg) from the server.
Received ack(1569:jsoyfvaewbuncyzbpnej) from the server.
Received ack(1571:kzqxxocvazcqizqummim) from the server.
Received ack(1573:vvxjcuuqkyqpsenqukon) from the server.
Received ack(1575:ncrheyltgbxxnyphelmq) from the server.
Received ack(1577:hktbozeabbheqoigixoo) from the server.
Received ack(1579:zjmpyazialpnuwirszmb) from the server.
Received ack(1581:qolkpaxvkejliqvktcyp) from the server.
Received ack(1583:tmshvcijzyelknbylimv) from the server.
Received ack(1585:oijfgqzdwdocjddcptyz) from the server.
Received ack(1587:nejkxsfczasgsvipbnep) from the server.
Received ack(1589:logbrhitzrhykktkymom) from the server.
Received ack(1591:kzwmnlopxayrwfbmvqho) from the server.
Received ack(1593:ijjdsyvxkyilmmmytbey) from the server.
Received ack(1595:awteuesosawqlksvyisb) from the server.
Received ack(1597:wtltbwivjrtzcyyfchie) from the server.
